Provinsi,NamaKab/Kota,KodeKab/Kota,Lapangan pekerjaan,Jumlah individu yang bekerja
JAWA TIMUR,KOTA KEDIRI,3571,Perikanan Tangkap,15
JAWA TIMUR,KOTA KEDIRI,3571,Perikanan Budidaya,64
JAWA TIMUR,KOTA KEDIRI,3571,Peternakan,185
JAWA TIMUR,KOTA KEDIRI,3571,Kehutanan/ pertanian lainnya,47
JAWA TIMUR,KOTA KEDIRI,3571,Pertambangan /penggalian,63
JAWA TIMUR,KOTA KEDIRI,3571,Industri pengolahan,"3,161"
JAWA TIMUR,KOTA KEDIRI,3571,Listrik dan gas,119
JAWA TIMUR,KOTA KEDIRI,3571,Bangunan /konstruksi,"5,007"
JAWA TIMUR,KOTA KEDIRI,3571,Perdagangan,"5,473"
JAWA TIMUR,KOTA KEDIRI,3571,Hotel dan rumah makan,"4,485"
JAWA TIMUR,KOTA KEDIRI,3571,Transportasi dan pergudangan,"1,993"
JAWA TIMUR,KOTA KEDIRI,3571,Informasi & komunikasi,124
JAWA TIMUR,KOTA KEDIRI,3571,Keuangan dan asuransi,237
JAWA TIMUR,KOTA KEDIRI,3571,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",403
JAWA TIMUR,KOTA KEDIRI,3571,Pemulung,"5,795"
JAWA TIMUR,KOTA KEDIRI,3571,Lainnya,557
JAWA TIMUR,KOTA BLITAR,3572,Pertanian tanaman padi & palawija,591
JAWA TIMUR,KOTA BLITAR,3572,Hortikultura,95
JAWA TIMUR,KOTA BLITAR,3572,Perkebunan,15
JAWA TIMUR,KOTA BLITAR,3572,Perikanan Tangkap,7
JAWA TIMUR,KOTA BLITAR,3572,Perikanan Budidaya,8
JAWA TIMUR,KOTA BLITAR,3572,Peternakan,362
JAWA TIMUR,KOTA BLITAR,3572,Kehutanan/ pertanian lainnya,14
JAWA TIMUR,KOTA BLITAR,3572,Pertambangan /penggalian,24
JAWA TIMUR,KOTA BLITAR,3572,Industri pengolahan,"1,574"
JAWA TIMUR,KOTA BLITAR,3572,Listrik dan gas,31
JAWA TIMUR,KOTA BLITAR,3572,Bangunan /konstruksi,"1,550"
JAWA TIMUR,KOTA BLITAR,3572,Perdagangan,"2,654"
JAWA TIMUR,KOTA BLITAR,3572,Hotel dan rumah makan,"1,083"
JAWA TIMUR,KOTA BLITAR,3572,Transportasi dan pergudangan,763
JAWA TIMUR,KOTA BLITAR,3572,Informasi & komunikasi,47
JAWA TIMUR,KOTA BLITAR,3572,Keuangan dan asuransi,58
JAWA TIMUR,KOTA BLITAR,3572,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",117
JAWA TIMUR,KOTA BLITAR,3572,Pemulung,"2,274"
JAWA TIMUR,KOTA BLITAR,3572,Lainnya,89
JAWA TIMUR,KOTA MALANG,3573,Pertanian tanaman padi & palawija,982
JAWA TIMUR,KOTA MALANG,3573,Hortikultura,28
JAWA TIMUR,KOTA MALANG,3573,Perkebunan,151
JAWA TIMUR,KOTA MALANG,3573,Perikanan Tangkap,26
JAWA TIMUR,KOTA MALANG,3573,Perikanan Budidaya,19
JAWA TIMUR,KOTA MALANG,3573,Peternakan,206
JAWA TIMUR,KOTA MALANG,3573,Kehutanan/ pertanian lainnya,90
JAWA TIMUR,KOTA MALANG,3573,Pertambangan /penggalian,32
JAWA TIMUR,KOTA MALANG,3573,Industri pengolahan,"5,436"
JAWA TIMUR,KOTA MALANG,3573,Listrik dan gas,222
JAWA TIMUR,KOTA MALANG,3573,Bangunan /konstruksi,"8,379"
JAWA TIMUR,KOTA MALANG,3573,Perdagangan,"8,891"
JAWA TIMUR,KOTA MALANG,3573,Hotel dan rumah makan,"4,218"
JAWA TIMUR,KOTA MALANG,3573,Transportasi dan pergudangan,"3,008"
JAWA TIMUR,KOTA MALANG,3573,Informasi & komunikasi,190
JAWA TIMUR,KOTA MALANG,3573,Keuangan dan asuransi,209
JAWA TIMUR,KOTA MALANG,3573,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",545
JAWA TIMUR,KOTA MALANG,3573,Pemulung,"12,066"
JAWA TIMUR,KOTA MALANG,3573,Lainnya,"2,463"
JAWA TIMUR,KOTA PROBOLINGGO,3574,Pertanian tanaman padi & palawija,"2,585"
JAWA TIMUR,KOTA PROBOLINGGO,3574,Hortikultura,229
JAWA TIMUR,KOTA PROBOLINGGO,3574,Perkebunan,9
JAWA TIMUR,KOTA PROBOLINGGO,3574,Perikanan Tangkap,648
JAWA TIMUR,KOTA PROBOLINGGO,3574,Perikanan Budidaya,11
JAWA TIMUR,KOTA PROBOLINGGO,3574,Peternakan,"1,124"
JAWA TIMUR,KOTA PROBOLINGGO,3574,Kehutanan/ pertanian lainnya,45
JAWA TIMUR,KOTA PROBOLINGGO,3574,Pertambangan /penggalian,25
JAWA TIMUR,KOTA PROBOLINGGO,3574,Industri pengolahan,"3,756"
JAWA TIMUR,KOTA PROBOLINGGO,3574,Listrik dan gas,75
JAWA TIMUR,KOTA PROBOLINGGO,3574,Bangunan /konstruksi,"3,104"
JAWA TIMUR,KOTA PROBOLINGGO,3574,Perdagangan,"5,378"
JAWA TIMUR,KOTA PROBOLINGGO,3574,Hotel dan rumah makan,"1,385"
JAWA TIMUR,KOTA PROBOLINGGO,3574,Transportasi dan pergudangan,"2,929"
JAWA TIMUR,KOTA PROBOLINGGO,3574,Informasi & komunikasi,45
JAWA TIMUR,KOTA PROBOLINGGO,3574,Keuangan dan asuransi,151
JAWA TIMUR,KOTA PROBOLINGGO,3574,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",288
JAWA TIMUR,KOTA PROBOLINGGO,3574,Pemulung,"4,327"
JAWA TIMUR,KOTA PROBOLINGGO,3574,Lainnya,261
JAWA TIMUR,KOTA PASURUAN,3575,Pertanian tanaman padi & palawija,689
JAWA TIMUR,KOTA PASURUAN,3575,Hortikultura,5
JAWA TIMUR,KOTA PASURUAN,3575,Perkebunan,16
JAWA TIMUR,KOTA PASURUAN,3575,Perikanan Tangkap,964
JAWA TIMUR,KOTA PASURUAN,3575,Perikanan Budidaya,28
JAWA TIMUR,KOTA PASURUAN,3575,Peternakan,53
JAWA TIMUR,KOTA PASURUAN,3575,Kehutanan/ pertanian lainnya,99
JAWA TIMUR,KOTA PASURUAN,3575,Pertambangan /penggalian,20
JAWA TIMUR,KOTA PASURUAN,3575,Industri pengolahan,"5,905"
JAWA TIMUR,KOTA PASURUAN,3575,Listrik dan gas,79
JAWA TIMUR,KOTA PASURUAN,3575,Bangunan /konstruksi,"1,234"
JAWA TIMUR,KOTA PASURUAN,3575,Perdagangan,"4,567"
JAWA TIMUR,KOTA PASURUAN,3575,Hotel dan rumah makan,"1,870"
JAWA TIMUR,KOTA PASURUAN,3575,Transportasi dan pergudangan,"1,883"
JAWA TIMUR,KOTA PASURUAN,3575,Informasi & komunikasi,48
JAWA TIMUR,KOTA PASURUAN,3575,Keuangan dan asuransi,87
JAWA TIMUR,KOTA PASURUAN,3575,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",312
JAWA TIMUR,KOTA PASURUAN,3575,Pemulung,"3,869"
JAWA TIMUR,KOTA PASURUAN,3575,Lainnya,132
JAWA TIMUR,KOTA MOJOKERTO,3576,Pertanian tanaman padi & palawija,260
JAWA TIMUR,KOTA MOJOKERTO,3576,Hortikultura,7
JAWA TIMUR,KOTA MOJOKERTO,3576,Perkebunan,13
JAWA TIMUR,KOTA MOJOKERTO,3576,Perikanan Tangkap,1
JAWA TIMUR,KOTA MOJOKERTO,3576,Perikanan Budidaya,2
JAWA TIMUR,KOTA MOJOKERTO,3576,Peternakan,32
JAWA TIMUR,KOTA MOJOKERTO,3576,Kehutanan/ pertanian lainnya,11
JAWA TIMUR,KOTA MOJOKERTO,3576,Pertambangan /penggalian,3
JAWA TIMUR,KOTA MOJOKERTO,3576,Industri pengolahan,"2,702"
JAWA TIMUR,KOTA MOJOKERTO,3576,Listrik dan gas,18
JAWA TIMUR,KOTA MOJOKERTO,3576,Bangunan /konstruksi,"1,149"
JAWA TIMUR,KOTA MOJOKERTO,3576,Perdagangan,"2,175"
JAWA TIMUR,KOTA MOJOKERTO,3576,Hotel dan rumah makan,951
JAWA TIMUR,KOTA MOJOKERTO,3576,Transportasi dan pergudangan,826
JAWA TIMUR,KOTA MOJOKERTO,3576,Informasi & komunikasi,20
JAWA TIMUR,KOTA MOJOKERTO,3576,Keuangan dan asuransi,71
JAWA TIMUR,KOTA MOJOKERTO,3576,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",138
JAWA TIMUR,KOTA MOJOKERTO,3576,Pemulung,"2,003"
JAWA TIMUR,KOTA MOJOKERTO,3576,Lainnya,95
JAWA TIMUR,KOTA MADIUN,3577,Pertanian tanaman padi & palawija,290
JAWA TIMUR,KOTA MADIUN,3577,Hortikultura,18
JAWA TIMUR,KOTA MADIUN,3577,Perkebunan,5
JAWA TIMUR,KOTA MADIUN,3577,Perikanan Tangkap,6
JAWA TIMUR,KOTA MADIUN,3577,Perikanan Budidaya,5
JAWA TIMUR,KOTA MADIUN,3577,Peternakan,82
JAWA TIMUR,KOTA MADIUN,3577,Kehutanan/ pertanian lainnya,18
JAWA TIMUR,KOTA MADIUN,3577,Pertambangan /penggalian,29
JAWA TIMUR,KOTA MADIUN,3577,Industri pengolahan,567
JAWA TIMUR,KOTA MADIUN,3577,Listrik dan gas,84
JAWA TIMUR,KOTA MADIUN,3577,Bangunan /konstruksi,"1,248"
JAWA TIMUR,KOTA MADIUN,3577,Perdagangan,"2,026"
JAWA TIMUR,KOTA MADIUN,3577,Hotel dan rumah makan,"1,667"
JAWA TIMUR,KOTA MADIUN,3577,Transportasi dan pergudangan,932
JAWA TIMUR,KOTA MADIUN,3577,Informasi & komunikasi,48
JAWA TIMUR,KOTA MADIUN,3577,Keuangan dan asuransi,82
JAWA TIMUR,KOTA MADIUN,3577,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",105
JAWA TIMUR,KOTA MADIUN,3577,Pemulung,"2,983"
JAWA TIMUR,KOTA MADIUN,3577,Lainnya,223
JAWA TIMUR,KOTA SURABAYA,3578,Pertanian tanaman padi & palawija,794
JAWA TIMUR,KOTA SURABAYA,3578,Hortikultura,86
JAWA TIMUR,KOTA SURABAYA,3578,Perkebunan,171
JAWA TIMUR,KOTA SURABAYA,3578,Perikanan Tangkap,932
JAWA TIMUR,KOTA SURABAYA,3578,Perikanan Budidaya,205
JAWA TIMUR,KOTA SURABAYA,3578,Peternakan,251
JAWA TIMUR,KOTA SURABAYA,3578,Kehutanan/ pertanian lainnya,89
JAWA TIMUR,KOTA SURABAYA,3578,Pertambangan /penggalian,156
JAWA TIMUR,KOTA SURABAYA,3578,Industri pengolahan,"23,182"
JAWA TIMUR,KOTA SURABAYA,3578,Listrik dan gas,953
JAWA TIMUR,KOTA SURABAYA,3578,Bangunan /konstruksi,"21,919"
JAWA TIMUR,KOTA SURABAYA,3578,Perdagangan,"45,777"
JAWA TIMUR,KOTA SURABAYA,3578,Hotel dan rumah makan,"13,141"
JAWA TIMUR,KOTA SURABAYA,3578,Transportasi dan pergudangan,"21,831"
JAWA TIMUR,KOTA SURABAYA,3578,Informasi & komunikasi,"1,054"
JAWA TIMUR,KOTA SURABAYA,3578,Keuangan dan asuransi,"1,077"
JAWA TIMUR,KOTA SURABAYA,3578,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan","2,242"
JAWA TIMUR,KOTA SURABAYA,3578,Pemulung,"50,236"
JAWA TIMUR,KOTA SURABAYA,3578,Lainnya,"18,343"
JAWA TIMUR,KOTA BATU,3579,Pertanian tanaman padi & palawija,"1,023"
JAWA TIMUR,KOTA BATU,3579,Hortikultura,"6,887"
JAWA TIMUR,KOTA BATU,3579,Perkebunan,158
JAWA TIMUR,KOTA BATU,3579,Perikanan Tangkap,24
JAWA TIMUR,KOTA BATU,3579,Perikanan Budidaya,3
JAWA TIMUR,KOTA BATU,3579,Peternakan,743
JAWA TIMUR,KOTA BATU,3579,Kehutanan/ pertanian lainnya,91
JAWA TIMUR,KOTA BATU,3579,Pertambangan /penggalian,86
JAWA TIMUR,KOTA BATU,3579,Industri pengolahan,"1,444"
JAWA TIMUR,KOTA BATU,3579,Listrik dan gas,65
JAWA TIMUR,KOTA BATU,3579,Bangunan /konstruksi,"2,642"
JAWA TIMUR,KOTA BATU,3579,Perdagangan,"2,408"
JAWA TIMUR,KOTA BATU,3579,Hotel dan rumah makan,"1,662"
JAWA TIMUR,KOTA BATU,3579,Transportasi dan pergudangan,567
JAWA TIMUR,KOTA BATU,3579,Informasi & komunikasi,53
JAWA TIMUR,KOTA BATU,3579,Keuangan dan asuransi,56
JAWA TIMUR,KOTA BATU,3579,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",145
JAWA TIMUR,KOTA BATU,3579,Pemulung,"1,531"
JAWA TIMUR,KOTA BATU,3579,Lainnya,873
BANTEN,PANDEGLANG,3601,Pertanian tanaman padi & palawija,"82,411"
BANTEN,PANDEGLANG,3601,Hortikultura,"2,178"
BANTEN,PANDEGLANG,3601,Perkebunan,"7,447"
BANTEN,PANDEGLANG,3601,Perikanan Tangkap,"4,094"
BANTEN,PANDEGLANG,3601,Perikanan Budidaya,99
BANTEN,PANDEGLANG,3601,Peternakan,859
BANTEN,PANDEGLANG,3601,Kehutanan/ pertanian lainnya,"2,162"
BANTEN,PANDEGLANG,3601,Pertambangan /penggalian,503
BANTEN,PANDEGLANG,3601,Industri pengolahan,"9,197"
BANTEN,PANDEGLANG,3601,Listrik dan gas,268
BANTEN,PANDEGLANG,3601,Bangunan /konstruksi,"11,543"
BANTEN,PANDEGLANG,3601,Perdagangan,"12,085"
BANTEN,PANDEGLANG,3601,Hotel dan rumah makan,"1,012"
BANTEN,PANDEGLANG,3601,Transportasi dan pergudangan,"6,436"
BANTEN,PANDEGLANG,3601,Informasi & komunikasi,52
BANTEN,PANDEGLANG,3601,Keuangan dan asuransi,68
BANTEN,PANDEGLANG,3601,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",368
BANTEN,PANDEGLANG,3601,Pemulung,"11,656"
BANTEN,PANDEGLANG,3601,Lainnya,"4,726"
BANTEN,LEBAK,3602,Pertanian tanaman padi & palawija,"81,592"
BANTEN,LEBAK,3602,Hortikultura,912
BANTEN,LEBAK,3602,Perkebunan,"9,431"
BANTEN,LEBAK,3602,Perikanan Tangkap,899
BANTEN,LEBAK,3602,Perikanan Budidaya,38
BANTEN,LEBAK,3602,Peternakan,811
BANTEN,LEBAK,3602,Kehutanan/ pertanian lainnya,"3,807"
BANTEN,LEBAK,3602,Pertambangan /penggalian,"3,029"
BANTEN,LEBAK,3602,Industri pengolahan,"5,654"
BANTEN,LEBAK,3602,Listrik dan gas,106
BANTEN,LEBAK,3602,Bangunan /konstruksi,"8,735"
BANTEN,LEBAK,3602,Perdagangan,"6,024"
BANTEN,LEBAK,3602,Hotel dan rumah makan,294
BANTEN,LEBAK,3602,Transportasi dan pergudangan,"3,581"
BANTEN,LEBAK,3602,Informasi & komunikasi,34
BANTEN,LEBAK,3602,Keuangan dan asuransi,36
BANTEN,LEBAK,3602,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",189
BANTEN,LEBAK,3602,Pemulung,"5,995"
BANTEN,LEBAK,3602,Lainnya,"10,461"
BANTEN,TANGERANG,3603,Pertanian tanaman padi & palawija,"29,658"
BANTEN,TANGERANG,3603,Hortikultura,958
BANTEN,TANGERANG,3603,Perkebunan,"1,696"
BANTEN,TANGERANG,3603,Perikanan Tangkap,"7,323"
BANTEN,TANGERANG,3603,Perikanan Budidaya,451
BANTEN,TANGERANG,3603,Peternakan,"1,901"
BANTEN,TANGERANG,3603,Kehutanan/ pertanian lainnya,443
BANTEN,TANGERANG,3603,Pertambangan /penggalian,"1,263"
BANTEN,TANGERANG,3603,Industri pengolahan,"100,064"
BANTEN,TANGERANG,3603,Listrik dan gas,587
BANTEN,TANGERANG,3603,Bangunan /konstruksi,"25,034"
BANTEN,TANGERANG,3603,Perdagangan,"32,046"
BANTEN,TANGERANG,3603,Hotel dan rumah makan,"2,423"
BANTEN,TANGERANG,3603,Transportasi dan pergudangan,"22,230"
BANTEN,TANGERANG,3603,Informasi & komunikasi,247
BANTEN,TANGERANG,3603,Keuangan dan asuransi,200
BANTEN,TANGERANG,3603,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan","1,587"
BANTEN,TANGERANG,3603,Pemulung,"27,160"
BANTEN,TANGERANG,3603,Lainnya,"23,521"
BANTEN,SERANG,3604,Pertanian tanaman padi & palawija,"23,403"
BANTEN,SERANG,3604,Hortikultura,"4,480"
BANTEN,SERANG,3604,Perkebunan,"2,185"
BANTEN,SERANG,3604,Perikanan Tangkap,"2,470"
BANTEN,SERANG,3604,Perikanan Budidaya,344
BANTEN,SERANG,3604,Peternakan,785
BANTEN,SERANG,3604,Kehutanan/ pertanian lainnya,"1,111"
BANTEN,SERANG,3604,Pertambangan /penggalian,345
BANTEN,SERANG,3604,Industri pengolahan,"9,567"
BANTEN,SERANG,3604,Listrik dan gas,145
BANTEN,SERANG,3604,Bangunan /konstruksi,"9,330"
BANTEN,SERANG,3604,Perdagangan,"7,404"
BANTEN,SERANG,3604,Hotel dan rumah makan,507
BANTEN,SERANG,3604,Transportasi dan pergudangan,"3,711"
BANTEN,SERANG,3604,Informasi & komunikasi,28
BANTEN,SERANG,3604,Keuangan dan asuransi,21
BANTEN,SERANG,3604,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",168
BANTEN,SERANG,3604,Pemulung,"7,958"
BANTEN,SERANG,3604,Lainnya,"3,528"
BANTEN,KOTA TANGERANG,3671,Pertanian tanaman padi & palawija,540
BANTEN,KOTA TANGERANG,3671,Hortikultura,253
BANTEN,KOTA TANGERANG,3671,Perkebunan,218
BANTEN,KOTA TANGERANG,3671,Perikanan Tangkap,93
BANTEN,KOTA TANGERANG,3671,Perikanan Budidaya,43
BANTEN,KOTA TANGERANG,3671,Peternakan,137
BANTEN,KOTA TANGERANG,3671,Kehutanan/ pertanian lainnya,197
BANTEN,KOTA TANGERANG,3671,Pertambangan /penggalian,82
BANTEN,KOTA TANGERANG,3671,Industri pengolahan,"23,561"
BANTEN,KOTA TANGERANG,3671,Listrik dan gas,332
BANTEN,KOTA TANGERANG,3671,Bangunan /konstruksi,"5,783"
BANTEN,KOTA TANGERANG,3671,Perdagangan,"14,437"
BANTEN,KOTA TANGERANG,3671,Hotel dan rumah makan,"2,186"
BANTEN,KOTA TANGERANG,3671,Transportasi dan pergudangan,"7,852"
BANTEN,KOTA TANGERANG,3671,Informasi & komunikasi,417
BANTEN,KOTA TANGERANG,3671,Keuangan dan asuransi,447
BANTEN,KOTA TANGERANG,3671,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",898
BANTEN,KOTA TANGERANG,3671,Pemulung,"23,822"
BANTEN,KOTA TANGERANG,3671,Lainnya,"8,216"
BANTEN,KOTA CILEGON,3672,Pertanian tanaman padi & palawija,859
BANTEN,KOTA CILEGON,3672,Hortikultura,133
BANTEN,KOTA CILEGON,3672,Perkebunan,139
BANTEN,KOTA CILEGON,3672,Perikanan Tangkap,112
BANTEN,KOTA CILEGON,3672,Perikanan Budidaya,13
BANTEN,KOTA CILEGON,3672,Peternakan,166
BANTEN,KOTA CILEGON,3672,Kehutanan/ pertanian lainnya,23
BANTEN,KOTA CILEGON,3672,Pertambangan /penggalian,121
BANTEN,KOTA CILEGON,3672,Industri pengolahan,"3,363"
BANTEN,KOTA CILEGON,3672,Listrik dan gas,67
BANTEN,KOTA CILEGON,3672,Bangunan /konstruksi,"4,857"
BANTEN,KOTA CILEGON,3672,Perdagangan,"2,564"
BANTEN,KOTA CILEGON,3672,Hotel dan rumah makan,353
BANTEN,KOTA CILEGON,3672,Transportasi dan pergudangan,"1,518"
BANTEN,KOTA CILEGON,3672,Informasi & komunikasi,18
BANTEN,KOTA CILEGON,3672,Keuangan dan asuransi,16
BANTEN,KOTA CILEGON,3672,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",108
BANTEN,KOTA CILEGON,3672,Pemulung,"3,467"
BANTEN,KOTA CILEGON,3672,Lainnya,574
BANTEN,KOTA SERANG,3673,Pertanian tanaman padi & palawija,"3,567"
BANTEN,KOTA SERANG,3673,Hortikultura,243
BANTEN,KOTA SERANG,3673,Perkebunan,62
BANTEN,KOTA SERANG,3673,Perikanan Tangkap,729
BANTEN,KOTA SERANG,3673,Perikanan Budidaya,87
BANTEN,KOTA SERANG,3673,Peternakan,191
BANTEN,KOTA SERANG,3673,Kehutanan/ pertanian lainnya,42
BANTEN,KOTA SERANG,3673,Pertambangan /penggalian,47
BANTEN,KOTA SERANG,3673,Industri pengolahan,"3,079"
BANTEN,KOTA SERANG,3673,Listrik dan gas,135
BANTEN,KOTA SERANG,3673,Bangunan /konstruksi,"4,039"
BANTEN,KOTA SERANG,3673,Perdagangan,"4,908"
BANTEN,KOTA SERANG,3673,Hotel dan rumah makan,389
BANTEN,KOTA SERANG,3673,Transportasi dan pergudangan,"2,582"
BANTEN,KOTA SERANG,3673,Informasi & komunikasi,21
BANTEN,KOTA SERANG,3673,Keuangan dan asuransi,17
BANTEN,KOTA SERANG,3673,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",109
BANTEN,KOTA SERANG,3673,Pemulung,"7,382"
BANTEN,KOTA SERANG,3673,Lainnya,"1,230"
BANTEN,KOTA TANGERANG SELATAN,3674,Pertanian tanaman padi & palawija,348
BANTEN,KOTA TANGERANG SELATAN,3674,Hortikultura,60
BANTEN,KOTA TANGERANG SELATAN,3674,Perkebunan,207
BANTEN,KOTA TANGERANG SELATAN,3674,Perikanan Tangkap,39
BANTEN,KOTA TANGERANG SELATAN,3674,Perikanan Budidaya,17
BANTEN,KOTA TANGERANG SELATAN,3674,Peternakan,57
BANTEN,KOTA TANGERANG SELATAN,3674,Kehutanan/ pertanian lainnya,41
BANTEN,KOTA TANGERANG SELATAN,3674,Pertambangan /penggalian,63
BANTEN,KOTA TANGERANG SELATAN,3674,Industri pengolahan,"1,828"
BANTEN,KOTA TANGERANG SELATAN,3674,Listrik dan gas,206
BANTEN,KOTA TANGERANG SELATAN,3674,Bangunan /konstruksi,"4,687"
BANTEN,KOTA TANGERANG SELATAN,3674,Perdagangan,"9,628"
BANTEN,KOTA TANGERANG SELATAN,3674,Hotel dan rumah makan,"1,473"
BANTEN,KOTA TANGERANG SELATAN,3674,Transportasi dan pergudangan,"3,725"
BANTEN,KOTA TANGERANG SELATAN,3674,Informasi & komunikasi,298
BANTEN,KOTA TANGERANG SELATAN,3674,Keuangan dan asuransi,283
BANTEN,KOTA TANGERANG SELATAN,3674,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",398
BANTEN,KOTA TANGERANG SELATAN,3674,Pemulung,"17,204"
BANTEN,KOTA TANGERANG SELATAN,3674,Lainnya,"2,583"
BALI,JEMBRANA,5101,Pertanian tanaman padi & palawija,"1,921"
BALI,JEMBRANA,5101,Hortikultura,522
BALI,JEMBRANA,5101,Perkebunan,"3,913"
BALI,JEMBRANA,5101,Perikanan Tangkap,"1,465"
BALI,JEMBRANA,5101,Perikanan Budidaya,97
BALI,JEMBRANA,5101,Peternakan,"3,250"
BALI,JEMBRANA,5101,Kehutanan/ pertanian lainnya,82
BALI,JEMBRANA,5101,Pertambangan /penggalian,222
BALI,JEMBRANA,5101,Industri pengolahan,"4,972"
BALI,JEMBRANA,5101,Listrik dan gas,75
BALI,JEMBRANA,5101,Bangunan /konstruksi,"4,809"
BALI,JEMBRANA,5101,Perdagangan,"4,026"
BALI,JEMBRANA,5101,Hotel dan rumah makan,653
BALI,JEMBRANA,5101,Transportasi dan pergudangan,583
BALI,JEMBRANA,5101,Informasi & komunikasi,14
BALI,JEMBRANA,5101,Keuangan dan asuransi,102
BALI,JEMBRANA,5101,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",61
BALI,JEMBRANA,5101,Pemulung,"1,868"
BALI,JEMBRANA,5101,Lainnya,401
BALI,TABANAN,5102,Pertanian tanaman padi & palawija,"16,003"
BALI,TABANAN,5102,Hortikultura,"3,693"
BALI,TABANAN,5102,Perkebunan,"9,797"
BALI,TABANAN,5102,Perikanan Tangkap,45
BALI,TABANAN,5102,Perikanan Budidaya,17
BALI,TABANAN,5102,Peternakan,"4,317"
BALI,TABANAN,5102,Kehutanan/ pertanian lainnya,152
BALI,TABANAN,5102,Pertambangan /penggalian,63
BALI,TABANAN,5102,Industri pengolahan,"6,974"
BALI,TABANAN,5102,Listrik dan gas,167
BALI,TABANAN,5102,Bangunan /konstruksi,"10,202"
BALI,TABANAN,5102,Perdagangan,"6,837"
BALI,TABANAN,5102,Hotel dan rumah makan,"3,765"
BALI,TABANAN,5102,Transportasi dan pergudangan,"1,062"
BALI,TABANAN,5102,Informasi & komunikasi,69
BALI,TABANAN,5102,Keuangan dan asuransi,593
BALI,TABANAN,5102,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",243
BALI,TABANAN,5102,Pemulung,"4,220"
BALI,TABANAN,5102,Lainnya,111
BALI,BADUNG,5103,Pertanian tanaman padi & palawija,"4,492"
BALI,BADUNG,5103,Hortikultura,"1,411"
BALI,BADUNG,5103,Perkebunan,"2,033"
BALI,BADUNG,5103,Perikanan Tangkap,37
BALI,BADUNG,5103,Perikanan Budidaya,12
BALI,BADUNG,5103,Peternakan,"2,582"
BALI,BADUNG,5103,Kehutanan/ pertanian lainnya,26
BALI,BADUNG,5103,Pertambangan /penggalian,37
BALI,BADUNG,5103,Industri pengolahan,"4,659"
BALI,BADUNG,5103,Listrik dan gas,83
BALI,BADUNG,5103,Bangunan /konstruksi,"5,886"
BALI,BADUNG,5103,Perdagangan,"3,194"
BALI,BADUNG,5103,Hotel dan rumah makan,"1,860"
BALI,BADUNG,5103,Transportasi dan pergudangan,330
BALI,BADUNG,5103,Informasi & komunikasi,16
BALI,BADUNG,5103,Keuangan dan asuransi,295
BALI,BADUNG,5103,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",153
BALI,BADUNG,5103,Pemulung,"1,943"
BALI,BADUNG,5103,Lainnya,298
BALI,GIANYAR,5104,Pertanian tanaman padi & palawija,"10,241"
BALI,GIANYAR,5104,Hortikultura,"1,380"
BALI,GIANYAR,5104,Perkebunan,304
BALI,GIANYAR,5104,Perikanan Tangkap,31
BALI,GIANYAR,5104,Perikanan Budidaya,14
BALI,GIANYAR,5104,Peternakan,"4,204"
BALI,GIANYAR,5104,Kehutanan/ pertanian lainnya,86
BALI,GIANYAR,5104,Pertambangan /penggalian,274
BALI,GIANYAR,5104,Industri pengolahan,"13,025"
BALI,GIANYAR,5104,Listrik dan gas,77
BALI,GIANYAR,5104,Bangunan /konstruksi,"7,607"
BALI,GIANYAR,5104,Perdagangan,"4,954"
BALI,GIANYAR,5104,Hotel dan rumah makan,"3,076"
BALI,GIANYAR,5104,Transportasi dan pergudangan,603
BALI,GIANYAR,5104,Informasi & komunikasi,41
BALI,GIANYAR,5104,Keuangan dan asuransi,367
BALI,GIANYAR,5104,"Jasa Pendidikan, Kesehatan, Kemasyarakatan, Pemerintahan & Perorangan",107
